Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxK33iIoCD2TGCVul Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/validadores/DFStringValidadorTest.java - startLine: 466;startOffset: 16;endOffset: 48;endLine: 466,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxK33iIoCD2TGCVum Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/validadores/DFStringValidadorTest.java - startLine: 477;startOffset: 16;endOffset: 40;endLine: 477,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make destinatario transient or serializable.""",CRITICAL,30min,Key: AYTIxMIOiIoCD2TGCWRE Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/evento/epec/NFInfoEpec.java - startLine: 29;startOffset: 33;endOffset: 45;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable epecEnvioRetorno.""",MINOR,2min,Key: AYTIxMWNiIoCD2TGCWYQ Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSEpec.java - startLine: 68;startOffset: 58;endOffset: 100;endLine: 68,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.""",CRITICAL,7min,Key: AYTIxMWNiIoCD2TGCWYS Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSEpec.java - startLine: 72;startOffset: 30;endOffset: 43;endLine: 72,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AYTIxMWNiIoCD2TGCWYP Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSEpec.java - startLine: 76;startOffset: 49;endOffset: 63;endLine: 76,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMcQiIoCD2TGCWcK Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFXMLValidador.java - startLine: 151;startOffset: 69;endOffset: 78;endLine: 151,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMcQiIoCD2TGCWcL Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFXMLValidador.java - startLine: 155;startOffset: 75;endOffset: 84;endLine: 155,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1871:  ""This branch's code block is the same as the block for the branch on line 104.""",MAJOR,10min,Key: AYTIxMdOiIoCD2TGCWcf Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/DFUnidadeFederativa.java - startLine: 106;startOffset: 86;endOffset: 13;endLine: 108,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3066:  ""Lower the visibility of this setter or remove it altogether.""",MINOR,20min,Key: AYTIxMHRiIoCD2TGCWRC Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFOperadoraCartao.java - startLine: 46;startOffset: 1;endOffset: 7;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3066:  ""Lower the visibility of this setter or remove it altogether.""",MINOR,20min,Key: AYTIxMHRiIoCD2TGCWRD Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFOperadoraCartao.java - startLine: 50;startOffset: 1;endOffset: 7;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxMT8iIoCD2TGCWUj Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSLoteEnvio.java - startLine: 116;startOffset: 31;endOffset: 58;endLine: 116,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1858:  ""consultaNotaAsString returns a string there's no need to call toString().""",MINOR,2min,Key: AYTIxMVziIoCD2TGCWXq Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/WSNotaConsulta.java - startLine: 27;startOffset: 76;endOffset: 96;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxLYZiIoCD2TGCWHf Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/webservices/WSIncluirDFe.java - startLine: 44;startOffset: 98;endOffset: 107;endLine: 44,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxLYZiIoCD2TGCWHg Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/webservices/WSIncluirDFe.java - startLine: 55;startOffset: 31;endOffset: 54;endLine: 55,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxLYZiIoCD2TGCWHh Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/webservices/WSIncluirDFe.java - startLine: 65;startOffset: 31;endOffset: 57;endLine: 65,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal http://www.portalfiscal.inf.br/nfe/wsdl/NFeInutilizacao4 10 times.""",CRITICAL,22min,Key: AYTIxMUWiIoCD2TGCWVL Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/gerado/NFeInutilizacao4Stub.java - startLine: 71;startOffset: 58;endOffset: 116;endLine: 71,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5961:  ""Refactor this method to reduce the number of assertions from 28 to less than 25.""",MAJOR,20min,Key: AYTIxKyViIoCD2TGCVt_ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/NFAutorizador400Test.java - startLine: 67;startOffset: 16;endOffset: 53;endLine: 67,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYTIxMcQiIoCD2TGCWcB Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFXMLValidador.java - startLine: 49;startOffset: 72;endOffset: 81;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1168:  ""Return an empty array instead of null.""",MAJOR,30min,Key: AYTIxMaLiIoCD2TGCWaC Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/utils/DFKeyManager.java - startLine: 55;startOffset: 19;endOffset: 23;endLine: 55,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make infRespTec transient or serializable.""",CRITICAL,30min,Key: AYTIxLahiIoCD2TGCWH7 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/classes/nota/MDFInfo.java - startLine: 64;startOffset: 23;endOffset: 33;endLine: 64,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYTIxLjiiIoCD2TGCWIV Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/utils/MDFGeraQRCode.java - startLine: 26;startOffset: 10;endOffset: 39;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3400:  ""Remove this method and declare a constant for this value.""",MINOR,5min,Key: AYTIxLjiiIoCD2TGCWIW Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/mdfe3/utils/MDFGeraQRCode.java - startLine: 43;startOffset: 15;endOffset: 64;endLine: 43,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field CNPJ to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMDSiIoCD2TGCWQ5 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaResumo.java - startLine: 26;startOffset: 19;endOffset: 23;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S116:  ""Rename this field IE to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMDSiIoCD2TGCWQ7 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaResumo.java - startLine: 35;startOffset: 19;endOffset: 21;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMDSiIoCD2TGCWQ2 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaResumo.java - startLine: 80;startOffset: 39;endOffset: 43;endLine: 80,Maintenance (Code Smells)
To-Do,New,Normal,"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""",MINOR,2min,Key: AYTIxMDSiIoCD2TGCWQ4 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaResumo.java - startLine: 107;startOffset: 37;endOffset: 39;endLine: 107,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 35 to the 15 allowed.""",CRITICAL,25min,Key: AYTIxMbviIoCD2TGCWb2 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFStringValidador.java - startLine: 805;startOffset: 23;endOffset: 63;endLine: 805,Maintenance (Code Smells)
To-Do,New,Normal,"java:S4838:  ""Change Object to the type handled by the Collection.""",MINOR,1min,Key: AYTIxMZviIoCD2TGCWaB Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/utils/DFAssinaturaDigital.java - startLine: 158;startOffset: 23;endOffset: 29;endLine: 158,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2147:  ""Combine this catch with the one at line 51 which has the same body.""",MINOR,5min,Key: AYTIxMGriIoCD2TGCWQ- Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImposto.java - startLine: 54;startOffset: 17;endOffset: 44;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3878:  ""Disambiguate this call by either casting as Object or Object[].""",MINOR,2min,Key: AYTIxMbviIoCD2TGCWb3 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFStringValidador.java - startLine: 825;startOffset: 150;endOffset: 164;endLine: 825,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3878:  ""Disambiguate this call by either casting as Object or Object[].""",MINOR,2min,Key: AYTIxMbviIoCD2TGCWb4 Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/validadores/DFStringValidador.java - startLine: 830;startOffset: 92;endOffset: 106;endLine: 830,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKdBiIoCD2TGCVob Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 299;startOffset: 10;endOffset: 48;endLine: 299,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKdBiIoCD2TGCVoc Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 309;startOffset: 10;endOffset: 48;endLine: 309,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKvwiIoCD2TGCVt5 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/lote/envio/NFLoteEnvioTest.java - startLine: 42;startOffset: 10;endOffset: 48;endLine: 42,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKvwiIoCD2TGCVt6 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/lote/envio/NFLoteEnvioTest.java - startLine: 51;startOffset: 10;endOffset: 48;endLine: 51,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKvwiIoCD2TGCVt7 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/lote/envio/NFLoteEnvioTest.java - startLine: 60;startOffset: 10;endOffset: 48;endLine: 60,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKvwiIoCD2TGCVt8 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/lote/envio/NFLoteEnvioTest.java - startLine: 69;startOffset: 10;endOffset: 48;endLine: 69,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKlpiIoCD2TGCVra Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLocalTest.java - startLine: 87;startOffset: 10;endOffset: 48;endLine: 87,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKlpiIoCD2TGCVrb Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLocalTest.java - startLine: 100;startOffset: 10;endOffset: 48;endLine: 100,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKlpiIoCD2TGCVrc Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLocalTest.java - startLine: 126;startOffset: 10;endOffset: 48;endLine: 126,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKlpiIoCD2TGCVrd Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLocalTest.java - startLine: 139;startOffset: 10;endOffset: 48;endLine: 139,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKlpiIoCD2TGCVre Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLocalTest.java - startLine: 152;startOffset: 10;endOffset: 48;endLine: 152,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKlpiIoCD2TGCVrf Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoLocalTest.java - startLine: 165;startOffset: 10;endOffset: 48;endLine: 165,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKkyiIoCD2TGCVq8 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMS60Test.java - startLine: 29;startOffset: 10;endOffset: 48;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5777:  ""Move assertions into separate method or use assertThrows or try-catch instead.""",MINOR,5min,Key: AYTIxKkyiIoCD2TGCVq9 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe400/classes/nota/NFNotaInfoItemImpostoICMS60Test.java - startLine: 38;startOffset: 10;endOffset: 48;endLine: 38,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed.""",CRITICAL,13min,Key: AYTIxMTSiIoCD2TGCWSB Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/CadConsultaCadastro4Stub.java - startLine: 179;startOffset: 16;endOffset: 37;endLine: 179,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.""",CRITICAL,12min,Key: AYTIxMTSiIoCD2TGCWSH Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/CadConsultaCadastro4Stub.java - startLine: 476;startOffset: 39;endOffset: 44;endLine: 476,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.""",CRITICAL,12min,Key: AYTIxMTSiIoCD2TGCWSL Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/nfe400/webservices/consultacadastro/CadConsultaCadastro4Stub.java - startLine: 712;startOffset: 38;endOffset: 43;endLine: 712,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL6QiIoCD2TGCWOX Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSCancelamento.java - startLine: 51;startOffset: 31;endOffset: 54;endLine: 51,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL6QiIoCD2TGCWOY Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSCancelamento.java - startLine: 62;startOffset: 31;endOffset: 57;endLine: 62,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL7TiIoCD2TGCWQm Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSNotaConsulta.java - startLine: 27;startOffset: 31;endOffset: 59;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL7TiIoCD2TGCWQn Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSNotaConsulta.java - startLine: 30;startOffset: 31;endOffset: 58;endLine: 30,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL7TiIoCD2TGCWQo Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSNotaConsulta.java - startLine: 33;startOffset: 31;endOffset: 49;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2629:  ""Invoke method(s) only conditionally.""",MAJOR,5min,Key: AYTIxL7TiIoCD2TGCWQp Path: com.github.wmixvideo:nfe3:src/main/java/com/fincatto/documentofiscal/cte300/webservices/WSNotaConsulta.java - startLine: 49;startOffset: 31;endOffset: 47;endLine: 49,Maintenance (Code Smells)
